"season","round","raceName","points","constructorCode","constructorAbbr","constructor_name"
"2023","17","Qatar Grand Prix","33","mclaren","MCL","McLaren"
"2023","17","Qatar Grand Prix","10","ferrari","FER","Ferrari"
"2023","17","Qatar Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","17","Qatar Grand Prix","6","alfa","KCK","Alfa Romeo"
"2023","17","Qatar Grand Prix","12","mercedes","MER","Mercedes"
"2023","17","Qatar Grand Prix","0","williams","WIL","Williams"
"2023","17","Qatar Grand Prix","0","alphatauri","","AlphaTauri"
"2023","18","United States Grand Prix","6","aston_martin","AST","Aston Martin"
"2023","18","United States Grand Prix","8","alpine","ALP","Alpine F1 Team"
"2023","18","United States Grand Prix","37","red_bull","RED","Red Bull"
"2023","18","United States Grand Prix","18","mclaren","MCL","McLaren"
"2023","18","United States Grand Prix","15","ferrari","FER","Ferrari"
"2023","18","United States Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","18","United States Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","18","United States Grand Prix","10","mercedes","MER","Mercedes"
"2023","18","United States Grand Prix","3","williams","WIL","Williams"
"2023","18","United States Grand Prix","5","alphatauri","","AlphaTauri"
"2023","20","Ṣo Paulo Grand Prix","25","aston_martin","AST","Aston Martin"
"2023","20","Ṣo Paulo Grand Prix","7","alpine","ALP","Alpine F1 Team"
"2023","20","Ṣo Paulo Grand Prix","37","red_bull","RED","Red Bull"
"2023","20","Ṣo Paulo Grand Prix","19","mclaren","MCL","McLaren"
"2023","20","Ṣo Paulo Grand Prix","8","ferrari","FER","Ferrari"
"2023","20","Ṣo Paulo Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","20","Ṣo Paulo Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","20","Ṣo Paulo Grand Prix","4","mercedes","MER","Mercedes"
"2023","20","Ṣo Paulo Grand Prix","0","williams","WIL","Williams"
"2023","20","Ṣo Paulo Grand Prix","2","alphatauri","","AlphaTauri"
"2023","21","Las Vegas Grand Prix","12","aston_martin","AST","Aston Martin"
"2023","21","Las Vegas Grand Prix","12","alpine","ALP","Alpine F1 Team"
"2023","21","Las Vegas Grand Prix","40","red_bull","RED","Red Bull"
"2023","21","Las Vegas Grand Prix","2","mclaren","MCL","McLaren"
"2023","21","Las Vegas Grand Prix","26","ferrari","FER","Ferrari"
"2023","21","Las Vegas Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","21","Las Vegas Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","21","Las Vegas Grand Prix","10","mercedes","MER","Mercedes"
"2023","21","Las Vegas Grand Prix","0","williams","WIL","Williams"
"2023","21","Las Vegas Grand Prix","0","alphatauri","","AlphaTauri"
"2023","22","Abu Dhabi Grand Prix","7","aston_martin","AST","Aston Martin"
"2023","22","Abu Dhabi Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2023","22","Abu Dhabi Grand Prix","38","red_bull","RED","Red Bull"
"2023","22","Abu Dhabi Grand Prix","18","mclaren","MCL","McLaren"
"2023","22","Abu Dhabi Grand Prix","18","ferrari","FER","Ferrari"
"2023","22","Abu Dhabi Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","22","Abu Dhabi Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","22","Abu Dhabi Grand Prix","17","mercedes","MER","Mercedes"
"2023","22","Abu Dhabi Grand Prix","0","williams","WIL","Williams"
"2023","22","Abu Dhabi Grand Prix","4","alphatauri","","AlphaTauri"
